video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
8Jmd7-1quDM,814,1317,138,0,43964,699553,2019-04-06 12:20:56.486948
VKY5Ws1Ys1w,579,63,20,0,676,81121,2019-04-06 12:20:57.610453
l35LGiJmXNs,78,1019,203,0,764,177101,2019-04-06 12:20:58.943059
PXWlnc-Qcwg,37,7,0,0,26,5912,2019-04-06 12:21:00.259544
fuHcdFPBKy0,770,12545,23101,0,120662,10795320,2019-04-06 12:21:01.441373
QK_iX5cPDhE,0,0,0,0,0,0,2019-04-06 12:21:02.717545
6i2cebTn0nc,1013,17889,2811,0,139999,4953815,2019-04-06 12:21:04.298217
00nmxR1mxIA,392,1444,1355,0,18921,1308072,2019-04-06 12:21:05.419766
bo8OYPYRTIY,359,4363,905,0,62858,1979298,2019-04-06 12:21:07.073796
Ub53c95Soqk,363,713,183,0,9397,695685,2019-04-06 12:21:08.264059
ZYCDNf1a-kY,291,563,195,0,7424,901060,2019-04-06 12:21:09.668570
uwUchGQRXKM,936,2273,761,0,32429,868654,2019-04-06 12:21:11.196458
Zi9MkiQzl20,119,173,218,0,3425,423315,2019-04-06 12:21:12.342102
H4CkXh3FSo8,243,2033,1496,0,25323,664340,2019-04-06 12:21:13.836639
aphpJi5jKrM,319,5245,4107,0,33998,1379248,2019-04-06 12:21:15.353409
Y26pMy4jf8U,575,25644,4176,0,144763,2655862,2019-04-06 12:21:16.703371
fJJBAwiOjRI,881,3653,338,0,11302,194055,2019-04-06 12:21:18.196394
RdAKIVgTKuw,91,331,160,0,8487,473313,2019-04-06 12:21:19.464255
MtFjRvKfv70,1396,144,65,0,1606,128777,2019-04-06 12:21:20.944117
ySBjb4_JGtY,283,209,70,0,6539,158940,2019-04-06 12:21:22.173863
mQ8sFRuDyiU,41,216,130,0,5606,281321,2019-04-06 12:21:23.517566
37xIzAWyO8I,990,744,87,0,5260,112087,2019-04-06 12:21:24.767264
a9B4AgwYG4E,394,2114,1334,0,52834,999137,2019-04-06 12:21:25.907102
O3bqhRN2thM,712,144,35,0,2247,47738,2019-04-06 12:21:27.080410
upC36TCNXvg,408,52,46,0,659,10622,2019-04-06 12:21:28.241916
30TkClWvT5k,219,749,1468,0,25354,12177005,2019-04-06 12:21:29.929169
q6xYUHb4B1k,654,1458,174,0,12911,168768,2019-04-06 12:21:31.219231
YPHDFdk_BW8,92,26,21,0,14,7411,2019-04-06 12:21:32.377939
cSp1dM2Vj48,146,47804,14296,0,261878,29368249,2019-04-06 12:21:33.946725
A8HLnDP6uRM,369,4113,5554,0,37466,4462117,2019-04-06 12:21:35.507062
S-4rhjO6xYg,1086,43554,6855,0,455734,14547863,2019-04-06 12:21:36.940691
ZWAkzvL5Ho4,18,4302,6650,0,26218,1679725,2019-04-06 12:21:38.289307
Ep6-bNu16_I,1033,34325,2764,0,192775,5898953,2019-04-06 12:21:39.588485
UVNIEszp2UQ,5075,1669,907,0,16281,990110,2019-04-06 12:21:41.219333
X3gKYTc6lbw,252,7777,1477,0,80346,2288670,2019-04-06 12:21:42.360046
1bSDtlARvPI,277,1559,819,0,20767,1128117,2019-04-06 12:21:43.858767
oiC_HG3u-nk,59,6624,3824,0,8656,1674427,2019-04-06 12:21:45.264432
UAJDrWVyOoA,225,2830,1094,0,42794,1388112,2019-04-06 12:21:46.648836
ta6sV6WrElE,792,23663,3407,0,248109,9887239,2019-04-06 12:21:48.116421
QsLmJq8cHlA,90,1370,1203,0,48111,1471770,2019-04-06 12:21:49.883286
K7XsnDRtAcw,104,440,191,0,16877,745186,2019-04-06 12:21:51.338396
Zzi4EQKBbOY,149,526,220,0,7597,293604,2019-04-06 12:21:52.926040
vglAsbxMX_Q,400,3033,993,0,56439,984093,2019-04-06 12:21:54.521634
RUbWdNGaYEg,51,281,52,0,253,48469,2019-04-06 12:21:56.140159
8H0alk0e0tg,4042,576,104,0,1486,50100,2019-04-06 12:21:57.611557
zYlW81GZYug,270,16744,4828,0,444299,11972962,2019-04-06 12:21:59.035633
OPbtnEXZ1H0,512,1666,477,0,27923,1853346,2019-04-06 12:22:00.388766
S7kG641iA_g,228,953,232,0,15480,752221,2019-04-06 12:22:01.515618
WmNGq56WMLE,157,186,34,0,348,32953,2019-04-06 12:22:02.655672
r3d2alzgjKc,11,4,2,0,15,2621,2019-04-06 12:22:04.150348
dw74T9x6lDE,472,256,84,0,3005,54137,2019-04-06 12:22:05.543466
1yf8ZSjtXiI,254,49,21,0,433,31355,2019-04-06 12:22:06.925364
QOdVw75Vbv4,367,9,1,0,96,8094,2019-04-06 12:22:08.219808
tvs3yvEcARA,585,731,112,0,8478,460770,2019-04-06 12:22:09.681483
GkgkP0ARxd0,338,600,528,0,8389,481008,2019-04-06 12:22:10.875992
JlcJaCS4BPM,525,156,72,0,322,38313,2019-04-06 12:22:12.023425
KUSc7aScV9w,239,145,193,0,2633,140662,2019-04-06 12:22:13.213851
r4VJ8o6yqzM,475,8864,5914,0,77646,4945569,2019-04-06 12:22:14.494858
t5Lz14wu1uw,28,7393,11732,0,147326,11400538,2019-04-06 12:22:16.087340
khPLWaBioOs,177,280710,236733,0,1511060,73777263,2019-04-06 12:22:17.597069
UH0nTHb6OdY,626,25801,8007,0,223348,11570935,2019-04-06 12:22:18.708811
t5_dSCu_mLY,356,244470,12438,0,760659,11435280,2019-04-06 12:22:19.992250
-oOlAGKBXnA,27,3770,3756,0,114744,3437971,2019-04-06 12:22:21.356100
1HJkmKODN4Y,102,1908,468,0,2488,579589,2019-04-06 12:22:22.615594
3UoKswz6OQc,101,4880,1164,0,5874,609390,2019-04-06 12:22:24.094249
2QHltvwTjSk,274,1040,299,0,1206,330916,2019-04-06 12:22:25.668516
yqulWPljawo,278,6808,5196,0,124246,5253144,2019-04-06 12:22:27.252448
IXJhN4cOVM0,153,1260,1500,0,2516,215934,2019-04-06 12:22:28.852497
5beh5ztM0K8,0,0,0,0,0,0,2019-04-06 12:22:30.264402
-o7zywbiFVI,64,534,412,0,524,98492,2019-04-06 12:22:31.663047
_JhaVNJb3ag,83,9751,3753,0,22685,1979583,2019-04-06 12:22:32.856416
2yCp-Dj5-7c,74,137,141,0,1667,390335,2019-04-06 12:22:34.349507
N4LQuwSjc34,1818,0,1547,0,829,68546,2019-04-06 12:22:35.869635
oKuPJ7zF0_k,66,0,79,0,3692,277473,2019-04-06 12:22:37.437515
fO8pPjlFtNw,608,1924,396,0,29178,923209,2019-04-06 12:22:38.821421
_ASpoeFRTZ0,199,3860,593,0,23084,1139423,2019-04-06 12:22:40.351844
8dsf7S5GO1U,305,178,166,0,3388,246729,2019-04-06 12:22:41.915758
FO_Ox_dH0M8,245,844,300,0,19098,669389,2019-04-06 12:22:43.524138
XiIShINrftE,293,7423,9839,0,132850,7854346,2019-04-06 12:22:45.092125
ii3n7hYQOl4,83,38784,17947,0,248552,15817385,2019-04-06 12:22:46.372406
zIiIcjfA2-I,32595,117,77,0,939,172600,2019-04-06 12:22:47.824968
lzuWvKn80V8,273,2182,607,0,33762,485045,2019-04-06 12:22:49.150730
AzLYMcneJMU,14022,266,110,0,327,98664,2019-04-06 12:22:50.747130
RiVuoe-jaE0,59,185,121,0,124,29981,2019-04-06 12:22:51.888603
TM8hwHtWSJg,1539,538,502,0,3324,116453,2019-04-06 12:22:53.051773
AeB90B9__xM,85,267,111,0,6201,617167,2019-04-06 12:22:54.192014
3A-3NaPA3QU,665,246,85,0,3521,133383,2019-04-06 12:22:55.333262
qE7psdp1jVE,733,2981,590,0,47602,1149835,2019-04-06 12:22:56.509069
30UjfElERlc,65,180,316,0,127,7018,2019-04-06 12:22:57.626210
LTWh-i-iJqM,3376,435,239,0,3340,113236,2019-04-06 12:22:59.045475
agOq6iS4aVw,743,909,304,0,704,69777,2019-04-06 12:23:00.311824
Ali918UJSpU,2405,799,253,0,5991,177664,2019-04-06 12:23:01.537209
wJ5bOg46D7Y,462,230,49,0,2364,52876,2019-04-06 12:23:02.829528
vfqeeScKVyc,606,669,248,0,7103,246339,2019-04-06 12:23:04.313577
cON3fiEm3Lc,456,931,870,0,22424,1261528,2019-04-06 12:23:05.830850
6P6Ia5Qj9W0,160,660,261,0,4818,131505,2019-04-06 12:23:07.254445
xp0m08eOD5U,235,713,653,0,19386,1324334,2019-04-06 12:23:08.502952
o8m2kXgCIMc,252,265,287,0,6810,360236,2019-04-06 12:23:09.877545
exGGotfSuH0,98,306,17,0,3570,96246,2019-04-06 12:23:11.344724
ZKUerb6IH4Y,794,162,171,0,4389,120059,2019-04-06 12:23:12.470776
23QOy9Q2qNI,193,1318,1200,0,43302,6378408,2019-04-06 12:23:14.045097
tRbHXZvVMbM,45,6,1,0,21,2018,2019-04-06 12:23:15.405457
DUYa7rjRz0s,241,1386,205,0,14626,282636,2019-04-06 12:23:16.780011
bo7cX6kCM2A,113,38,12,0,255,14558,2019-04-06 12:23:18.281676
j28Gt5_Mlo8,24,5,2,0,84,10482,2019-04-06 12:23:19.532257
1ZqFDsq09H8,1030,2461,1918,0,27015,1799104,2019-04-06 12:23:20.938164
tFUKsthR-Ts,143,410,122,0,9510,791765,2019-04-06 12:23:22.097465
kuTBea8_-LY,153,2032,1564,0,9689,6134747,2019-04-06 12:23:23.364567
r5w4y6GW4U8,0,0,0,0,0,0,2019-04-06 12:23:24.536292
9U2kr_QfhoQ,236,23,82,0,323,54859,2019-04-06 12:23:26.114137
SI1J2bbbOt4,246,16099,1693,0,51948,3004336,2019-04-06 12:23:27.457499
HDDIWGlBt3o,817,12643,3023,0,101405,1605146,2019-04-06 12:23:28.940618
8oKl_qDJHt4,235,4578,3310,0,65075,2119263,2019-04-06 12:23:30.349806
fOhB5JyEkOQ,505,5579,3709,0,89709,3812925,2019-04-06 12:23:31.474916
GSCP2yg-v2g,1050,12065,4820,0,67604,3389712,2019-04-06 12:23:32.836637
a7NJ6Gek9v4,533,30215,23561,0,590393,34075720,2019-04-06 12:23:34.376563
lYEj9snU838,207,9802,19891,0,11053,1771023,2019-04-06 12:23:35.829396
0vKkwJwL77Y,302,4986,2181,0,46073,2440081,2019-04-06 12:23:37.265261
ZnQGzfrEpsc,260,1074,535,0,42794,2036405,2019-04-06 12:23:38.641250
2GrKY7Qqal8,448,1082,753,0,16441,2284180,2019-04-06 12:23:40.108492
JiOXpKU7tWc,233,971,291,0,14737,271966,2019-04-06 12:23:41.626217
8qL4lMQQ9IE,652,14857,8180,0,41136,1278847,2019-04-06 12:23:43.019988
xNvlaa5-vtI,232,827,489,0,59186,3605537,2019-04-06 12:23:44.383292
9OeZYhjyweQ,156,588,706,0,21289,759409,2019-04-06 12:23:46.079308
j7RZy2B73hw,623,5946,962,0,15979,2003648,2019-04-06 12:23:47.220412
YlpXoQEqBWI,1400,6902,709,0,23908,1157549,2019-04-06 12:23:48.814561
Y62ExbHI4Yk,397,1993,1158,0,12411,616798,2019-04-06 12:23:50.003080
h-h5Mhlt6O0,428,8629,2453,0,89855,2301568,2019-04-06 12:23:51.333979
